images,globules,milia_like_cyst,negative_network,pigment_network,streaks
images/pix2pix_datasets/p2p_normalized_no_inst/l2s_bb_no_inst/test_latest/images/ISIC_9992135_semantic_synthesized_image.jpg,0,1,0,0,0
images/pix2pix_datasets/p2p_normalized_no_inst/l2s_bb_no_inst/test_latest/images/ISIC_9999906_semantic_synthesized_image.jpg,0,1,1,0,0
images/pix2pix_datasets/p2p_normalized_no_inst/l2s_bb_no_inst/test_latest/images/ISIC_9991462_semantic_synthesized_image.jpg,1,0,0,1,0
images/pix2pix_datasets/p2p_normalized_no_inst/l2s_bb_no_inst/test_latest/images/ISIC_9992925_semantic_synthesized_image.jpg,1,0,1,1,0
images/pix2pix_datasets/p2p_normalized_no_inst/l2s_bb_no_inst/test_latest/images/ISIC_9991644_semantic_synthesized_image.jpg,1,1,0,0,0
images/pix2pix_datasets/p2p_normalized_no_inst/l2s_bb_no_inst/test_latest/images/ISIC_9991013_semantic_synthesized_image.jpg,1,0,1,0,0
images/pix2pix_datasets/p2p_normalized_no_inst/l2s_bb_no_inst/test_latest/images/ISIC_9991893_semantic_synthesized_image.jpg,1,0,0,1,0
images/pix2pix_datasets/p2p_normalized_no_inst/l2s_bb_no_inst/test_latest/images/ISIC_9999626_semantic_synthesized_image.jpg,0,0,0,1,1
images/pix2pix_datasets/p2p_normalized_no_inst/l2s_bb_no_inst/test_latest/images/ISIC_9993496_semantic_synthesized_image.jpg,0,1,1,0,0
images/pix2pix_datasets/p2p_normalized_no_inst/l2s_bb_no_inst/test_latest/images/ISIC_9991582_semantic_synthesized_image.jpg,1,0,0,0,0
images/pix2pix_datasets/p2p_normalized_no_inst/l2s_bb_no_inst/test_latest/images/ISIC_9993156_semantic_synthesized_image.jpg,1,0,1,0,0
images/pix2pix_datasets/p2p_normalized_no_inst/l2s_bb_no_inst/test_latest/images/ISIC_9991792_semantic_synthesized_image.jpg,1,0,0,1,0
images/pix2pix_datasets/p2p_normalized_no_inst/l2s_bb_no_inst/test_latest/images/ISIC_9993404_semantic_synthesized_image.jpg,1,0,1,1,0
images/pix2pix_datasets/p2p_normalized_no_inst/l2s_bb_no_inst/test_latest/images/ISIC_9991481_semantic_synthesized_image.jpg,1,0,0,1,0
images/pix2pix_datasets/p2p_normalized_no_inst/l2s_bb_no_inst/test_latest/images/ISIC_9991161_semantic_synthesized_image.jpg,0,1,1,1,0
images/pix2pix_datasets/p2p_normalized_no_inst/l2s_bb_no_inst/test_latest/images/ISIC_9999517_semantic_synthesized_image.jpg,1,0,0,1,1
images/pix2pix_datasets/p2p_normalized_no_inst/l2s_bb_no_inst/test_latest/images/ISIC_9991040_semantic_synthesized_image.jpg,0,0,1,1,0
images/pix2pix_datasets/p2p_normalized_no_inst/l2s_bb_no_inst/test_latest/images/ISIC_9999194_semantic_synthesized_image.jpg,0,0,0,0,1
images/pix2pix_datasets/p2p_normalized_no_inst/l2s_bb_no_inst/test_latest/images/ISIC_9993119_semantic_synthesized_image.jpg,0,1,1,0,0
images/pix2pix_datasets/p2p_normalized_no_inst/l2s_bb_no_inst/test_latest/images/ISIC_9993088_semantic_synthesized_image.jpg,1,1,1,0,0
images/pix2pix_datasets/p2p_normalized_no_inst/l2s_bb_no_inst/test_latest/images/ISIC_9992815_semantic_synthesized_image.jpg,0,0,1,1,0
images/pix2pix_datasets/p2p_normalized_no_inst/l2s_bb_no_inst/test_latest/images/ISIC_9992551_semantic_synthesized_image.jpg,0,1,0,1,0
images/pix2pix_datasets/p2p_normalized_no_inst/l2s_bb_no_inst/test_latest/images/ISIC_9993455_semantic_synthesized_image.jpg,0,1,1,0,0
images/pix2pix_datasets/p2p_normalized_no_inst/l2s_bb_no_inst/test_latest/images/ISIC_9999633_semantic_synthesized_image.jpg,0,0,0,1,1
images/pix2pix_datasets/p2p_normalized_no_inst/l2s_bb_no_inst/test_latest/images/ISIC_9991205_semantic_synthesized_image.jpg,0,1,1,0,0
images/pix2pix_datasets/p2p_normalized_no_inst/l2s_bb_no_inst/test_latest/images/ISIC_9991872_semantic_synthesized_image.jpg,1,0,0,1,0
images/pix2pix_datasets/p2p_normalized_no_inst/l2s_bb_no_inst/test_latest/images/ISIC_9993438_semantic_synthesized_image.jpg,1,0,1,1,0
images/pix2pix_datasets/p2p_normalized_no_inst/l2s_bb_no_inst/test_latest/images/ISIC_9991093_semantic_synthesized_image.jpg,0,1,1,0,0
images/pix2pix_datasets/p2p_normalized_no_inst/l2s_bb_no_inst/test_latest/images/ISIC_9999905_semantic_synthesized_image.jpg,0,1,1,0,0
images/pix2pix_datasets/p2p_normalized_no_inst/l2s_bb_no_inst/test_latest/images/ISIC_9993024_semantic_synthesized_image.jpg,1,0,1,0,0
images/pix2pix_datasets/p2p_normalized_no_inst/l2s_bb_no_inst/test_latest/images/ISIC_9999509_semantic_synthesized_image.jpg,1,0,0,1,1
images/pix2pix_datasets/p2p_normalized_no_inst/l2s_bb_no_inst/test_latest/images/ISIC_9991797_semantic_synthesized_image.jpg,1,0,0,1,0
images/pix2pix_datasets/p2p_normalized_no_inst/l2s_bb_no_inst/test_latest/images/ISIC_9999482_semantic_synthesized_image.jpg,1,0,0,1,1
images/pix2pix_datasets/p2p_normalized_no_inst/l2s_bb_no_inst/test_latest/images/ISIC_9992804_semantic_synthesized_image.jpg,0,0,1,1,0
images/pix2pix_datasets/p2p_normalized_no_inst/l2s_bb_no_inst/test_latest/images/ISIC_9992215_semantic_synthesized_image.jpg,0,1,0,1,0
images/pix2pix_datasets/p2p_normalized_no_inst/l2s_bb_no_inst/test_latest/images/ISIC_9991540_semantic_synthesized_image.jpg,1,0,0,0,0
images/pix2pix_datasets/p2p_normalized_no_inst/l2s_bb_no_inst/test_latest/images/ISIC_9992564_semantic_synthesized_image.jpg,0,1,0,1,0
images/pix2pix_datasets/p2p_normalized_no_inst/l2s_bb_no_inst/test_latest/images/ISIC_9999779_semantic_synthesized_image.jpg,0,0,1,0,0
images/pix2pix_datasets/p2p_normalized_no_inst/l2s_bb_no_inst/test_latest/images/ISIC_9999757_semantic_synthesized_image.jpg,0,0,1,0,0
images/pix2pix_datasets/p2p_normalized_no_inst/l2s_bb_no_inst/test_latest/images/ISIC_9991813_semantic_synthesized_image.jpg,1,0,0,1,0
images/pix2pix_datasets/p2p_normalized_no_inst/l2s_bb_no_inst/test_latest/images/ISIC_9999898_semantic_synthesized_image.jpg,0,1,1,0,0
images/pix2pix_datasets/p2p_normalized_no_inst/l2s_bb_no_inst/test_latest/images/ISIC_9992777_semantic_synthesized_image.jpg,0,1,0,1,0
images/pix2pix_datasets/p2p_normalized_no_inst/l2s_bb_no_inst/test_latest/images/ISIC_9991796_semantic_synthesized_image.jpg,1,0,0,1,0
images/pix2pix_datasets/p2p_normalized_no_inst/l2s_bb_no_inst/test_latest/images/ISIC_9999222_semantic_synthesized_image.jpg,1,0,0,1,1
images/pix2pix_datasets/p2p_normalized_no_inst/l2s_bb_no_inst/test_latest/images/ISIC_9999723_semantic_synthesized_image.jpg,0,0,1,0,0
images/pix2pix_datasets/p2p_normalized_no_inst/l2s_bb_no_inst/test_latest/images/ISIC_9991777_semantic_synthesized_image.jpg,1,0,0,1,0
images/pix2pix_datasets/p2p_normalized_no_inst/l2s_bb_no_inst/test_latest/images/ISIC_9999264_semantic_synthesized_image.jpg,0,0,0,0,1
images/pix2pix_datasets/p2p_normalized_no_inst/l2s_bb_no_inst/test_latest/images/ISIC_9991574_semantic_synthesized_image.jpg,1,0,0,0,0
images/pix2pix_datasets/p2p_normalized_no_inst/l2s_bb_no_inst/test_latest/images/ISIC_9992577_semantic_synthesized_image.jpg,0,1,0,1,0
images/pix2pix_datasets/p2p_normalized_no_inst/l2s_bb_no_inst/test_latest/images/ISIC_9993489_semantic_synthesized_image.jpg,0,1,1,0,0
images/pix2pix_datasets/p2p_normalized_no_inst/l2s_bb_no_inst/test_latest/images/ISIC_9991495_semantic_synthesized_image.jpg,1,0,0,0,0
images/pix2pix_datasets/p2p_normalized_no_inst/l2s_bb_no_inst/test_latest/images/ISIC_9992281_semantic_synthesized_image.jpg,0,1,0,1,0
images/pix2pix_datasets/p2p_normalized_no_inst/l2s_bb_no_inst/test_latest/images/ISIC_9999962_semantic_synthesized_image.jpg,0,0,1,1,0
images/pix2pix_datasets/p2p_normalized_no_inst/l2s_bb_no_inst/test_latest/images/ISIC_9992685_semantic_synthesized_image.jpg,0,1,0,0,0
images/pix2pix_datasets/p2p_normalized_no_inst/l2s_bb_no_inst/test_latest/images/ISIC_9991318_semantic_synthesized_image.jpg,0,1,1,1,0
images/pix2pix_datasets/p2p_normalized_no_inst/l2s_bb_no_inst/test_latest/images/ISIC_9992432_semantic_synthesized_image.jpg,0,1,0,1,0
images/pix2pix_datasets/p2p_normalized_no_inst/l2s_bb_no_inst/test_latest/images/ISIC_9992273_semantic_synthesized_image.jpg,0,1,0,1,0
images/pix2pix_datasets/p2p_normalized_no_inst/l2s_bb_no_inst/test_latest/images/ISIC_9999297_semantic_synthesized_image.jpg,1,0,0,0,1
images/pix2pix_datasets/p2p_normalized_no_inst/l2s_bb_no_inst/test_latest/images/ISIC_9991957_semantic_synthesized_image.jpg,1,0,0,1,0
images/pix2pix_datasets/p2p_normalized_no_inst/l2s_bb_no_inst/test_latest/images/ISIC_9999554_semantic_synthesized_image.jpg,1,0,0,1,1
images/pix2pix_datasets/p2p_normalized_no_inst/l2s_bb_no_inst/test_latest/images/ISIC_9992870_semantic_synthesized_image.jpg,0,0,1,1,0
images/pix2pix_datasets/p2p_normalized_no_inst/l2s_bb_no_inst/test_latest/images/ISIC_9991557_semantic_synthesized_image.jpg,1,0,0,0,0
images/pix2pix_datasets/p2p_normalized_no_inst/l2s_bb_no_inst/test_latest/images/ISIC_9992032_semantic_synthesized_image.jpg,1,1,0,0,0
images/pix2pix_datasets/p2p_normalized_no_inst/l2s_bb_no_inst/test_latest/images/ISIC_9991895_semantic_synthesized_image.jpg,1,0,0,1,0
images/pix2pix_datasets/p2p_normalized_no_inst/l2s_bb_no_inst/test_latest/images/ISIC_9991188_semantic_synthesized_image.jpg,1,1,1,0,0
images/pix2pix_datasets/p2p_normalized_no_inst/l2s_bb_no_inst/test_latest/images/ISIC_9993150_semantic_synthesized_image.jpg,1,0,1,0,0
images/pix2pix_datasets/p2p_normalized_no_inst/l2s_bb_no_inst/test_latest/images/ISIC_9991351_semantic_synthesized_image.jpg,0,1,1,1,0
images/pix2pix_datasets/p2p_normalized_no_inst/l2s_bb_no_inst/test_latest/images/ISIC_9991102_semantic_synthesized_image.jpg,0,1,1,0,0
images/pix2pix_datasets/p2p_normalized_no_inst/l2s_bb_no_inst/test_latest/images/ISIC_9992659_semantic_synthesized_image.jpg,0,1,0,1,0
images/pix2pix_datasets/p2p_normalized_no_inst/l2s_bb_no_inst/test_latest/images/ISIC_9999353_semantic_synthesized_image.jpg,0,0,0,1,1
images/pix2pix_datasets/p2p_normalized_no_inst/l2s_bb_no_inst/test_latest/images/ISIC_9992223_semantic_synthesized_image.jpg,0,1,0,1,0
images/pix2pix_datasets/p2p_normalized_no_inst/l2s_bb_no_inst/test_latest/images/ISIC_9991397_semantic_synthesized_image.jpg,1,0,1,1,0
images/pix2pix_datasets/p2p_normalized_no_inst/l2s_bb_no_inst/test_latest/images/ISIC_9993354_semantic_synthesized_image.jpg,1,1,1,0,0
images/pix2pix_datasets/p2p_normalized_no_inst/l2s_bb_no_inst/test_latest/images/ISIC_9992043_semantic_synthesized_image.jpg,1,1,0,0,0
images/pix2pix_datasets/p2p_normalized_no_inst/l2s_bb_no_inst/test_latest/images/ISIC_9991521_semantic_synthesized_image.jpg,1,0,0,0,0
images/pix2pix_datasets/p2p_normalized_no_inst/l2s_bb_no_inst/test_latest/images/ISIC_9991932_semantic_synthesized_image.jpg,1,0,0,1,0
images/pix2pix_datasets/p2p_normalized_no_inst/l2s_bb_no_inst/test_latest/images/ISIC_9993135_semantic_synthesized_image.jpg,0,1,1,0,0
images/pix2pix_datasets/p2p_normalized_no_inst/l2s_bb_no_inst/test_latest/images/ISIC_9999412_semantic_synthesized_image.jpg,0,0,0,1,1
images/pix2pix_datasets/p2p_normalized_no_inst/l2s_bb_no_inst/test_latest/images/ISIC_9993392_semantic_synthesized_image.jpg,1,0,1,1,0
images/pix2pix_datasets/p2p_normalized_no_inst/l2s_bb_no_inst/test_latest/images/ISIC_9991126_semantic_synthesized_image.jpg,0,1,1,0,0
images/pix2pix_datasets/p2p_normalized_no_inst/l2s_bb_no_inst/test_latest/images/ISIC_9992475_semantic_synthesized_image.jpg,0,1,0,0,0
images/pix2pix_datasets/p2p_normalized_no_inst/l2s_bb_no_inst/test_latest/images/ISIC_9991331_semantic_synthesized_image.jpg,0,1,1,1,0
images/pix2pix_datasets/p2p_normalized_no_inst/l2s_bb_no_inst/test_latest/images/ISIC_9992623_semantic_synthesized_image.jpg,0,1,0,1,0
images/pix2pix_datasets/p2p_normalized_no_inst/l2s_bb_no_inst/test_latest/images/ISIC_9991098_semantic_synthesized_image.jpg,0,1,1,0,0
images/pix2pix_datasets/p2p_normalized_no_inst/l2s_bb_no_inst/test_latest/images/ISIC_9993009_semantic_synthesized_image.jpg,1,0,1,1,1
images/pix2pix_datasets/p2p_normalized_no_inst/l2s_bb_no_inst/test_latest/images/ISIC_9991007_semantic_synthesized_image.jpg,0,0,1,1,0
images/pix2pix_datasets/p2p_normalized_no_inst/l2s_bb_no_inst/test_latest/images/ISIC_9991988_semantic_synthesized_image.jpg,1,0,0,1,0
images/pix2pix_datasets/p2p_normalized_no_inst/l2s_bb_no_inst/test_latest/images/ISIC_9992230_semantic_synthesized_image.jpg,0,1,0,1,0
images/pix2pix_datasets/p2p_normalized_no_inst/l2s_bb_no_inst/test_latest/images/ISIC_9993006_semantic_synthesized_image.jpg,1,0,1,1,1
images/pix2pix_datasets/p2p_normalized_no_inst/l2s_bb_no_inst/test_latest/images/ISIC_9991748_semantic_synthesized_image.jpg,1,0,0,1,0
images/pix2pix_datasets/p2p_normalized_no_inst/l2s_bb_no_inst/test_latest/images/ISIC_9991534_semantic_synthesized_image.jpg,1,0,0,0,0
images/pix2pix_datasets/p2p_normalized_no_inst/l2s_bb_no_inst/test_latest/images/ISIC_9992589_semantic_synthesized_image.jpg,0,1,0,1,0
images/pix2pix_datasets/p2p_normalized_no_inst/l2s_bb_no_inst/test_latest/images/ISIC_9993487_semantic_synthesized_image.jpg,0,1,1,0,0
images/pix2pix_datasets/p2p_normalized_no_inst/l2s_bb_no_inst/test_latest/images/ISIC_9992992_semantic_synthesized_image.jpg,0,0,1,1,0
images/pix2pix_datasets/p2p_normalized_no_inst/l2s_bb_no_inst/test_latest/images/ISIC_9999859_semantic_synthesized_image.jpg,0,0,1,0,0
images/pix2pix_datasets/p2p_normalized_no_inst/l2s_bb_no_inst/test_latest/images/ISIC_9991280_semantic_synthesized_image.jpg,1,0,1,1,0
images/pix2pix_datasets/p2p_normalized_no_inst/l2s_bb_no_inst/test_latest/images/ISIC_9992609_semantic_synthesized_image.jpg,0,1,0,1,0
images/pix2pix_datasets/p2p_normalized_no_inst/l2s_bb_no_inst/test_latest/images/ISIC_9992959_semantic_synthesized_image.jpg,1,0,1,0,0
images/pix2pix_datasets/p2p_normalized_no_inst/l2s_bb_no_inst/test_latest/images/ISIC_9991089_semantic_synthesized_image.jpg,0,0,1,0,0
images/pix2pix_datasets/p2p_normalized_no_inst/l2s_bb_no_inst/test_latest/images/ISIC_9993049_semantic_synthesized_image.jpg,1,0,1,0,0
images/pix2pix_datasets/p2p_normalized_no_inst/l2s_bb_no_inst/test_latest/images/ISIC_9999878_semantic_synthesized_image.jpg,0,0,1,1,0
images/pix2pix_datasets/p2p_normalized_no_inst/l2s_bb_no_inst/test_latest/images/ISIC_9999357_semantic_synthesized_image.jpg,0,0,0,1,1
images/pix2pix_datasets/p2p_normalized_no_inst/l2s_bb_no_inst/test_latest/images/ISIC_9999561_semantic_synthesized_image.jpg,1,0,0,1,1
images/pix2pix_datasets/p2p_normalized_no_inst/l2s_bb_no_inst/test_latest/images/ISIC_9999970_semantic_synthesized_image.jpg,0,0,1,1,0
images/pix2pix_datasets/p2p_normalized_no_inst/l2s_bb_no_inst/test_latest/images/ISIC_9992664_semantic_synthesized_image.jpg,0,1,0,0,0
images/pix2pix_datasets/p2p_normalized_no_inst/l2s_bb_no_inst/test_latest/images/ISIC_9999694_semantic_synthesized_image.jpg,1,0,0,1,1
images/pix2pix_datasets/p2p_normalized_no_inst/l2s_bb_no_inst/test_latest/images/ISIC_9991403_semantic_synthesized_image.jpg,1,0,0,0,0
images/pix2pix_datasets/p2p_normalized_no_inst/l2s_bb_no_inst/test_latest/images/ISIC_9991586_semantic_synthesized_image.jpg,1,0,0,0,0
images/pix2pix_datasets/p2p_normalized_no_inst/l2s_bb_no_inst/test_latest/images/ISIC_9992790_semantic_synthesized_image.jpg,0,1,0,1,0
images/pix2pix_datasets/p2p_normalized_no_inst/l2s_bb_no_inst/test_latest/images/ISIC_9999424_semantic_synthesized_image.jpg,1,0,0,1,1
images/pix2pix_datasets/p2p_normalized_no_inst/l2s_bb_no_inst/test_latest/images/ISIC_9992435_semantic_synthesized_image.jpg,0,1,0,1,0
images/pix2pix_datasets/p2p_normalized_no_inst/l2s_bb_no_inst/test_latest/images/ISIC_9991306_semantic_synthesized_image.jpg,1,0,1,1,0
images/pix2pix_datasets/p2p_normalized_no_inst/l2s_bb_no_inst/test_latest/images/ISIC_9992785_semantic_synthesized_image.jpg,0,1,0,1,0
images/pix2pix_datasets/p2p_normalized_no_inst/l2s_bb_no_inst/test_latest/images/ISIC_9991650_semantic_synthesized_image.jpg,1,1,0,0,0
images/pix2pix_datasets/p2p_normalized_no_inst/l2s_bb_no_inst/test_latest/images/ISIC_9999163_semantic_synthesized_image.jpg,1,0,0,0,1
images/pix2pix_datasets/p2p_normalized_no_inst/l2s_bb_no_inst/test_latest/images/ISIC_9991045_semantic_synthesized_image.jpg,0,0,1,1,0
images/pix2pix_datasets/p2p_normalized_no_inst/l2s_bb_no_inst/test_latest/images/ISIC_9999846_semantic_synthesized_image.jpg,0,0,1,0,0
images/pix2pix_datasets/p2p_normalized_no_inst/l2s_bb_no_inst/test_latest/images/ISIC_9991666_semantic_synthesized_image.jpg,1,0,0,1,0
images/pix2pix_datasets/p2p_normalized_no_inst/l2s_bb_no_inst/test_latest/images/ISIC_9991330_semantic_synthesized_image.jpg,0,1,1,1,0
images/pix2pix_datasets/p2p_normalized_no_inst/l2s_bb_no_inst/test_latest/images/ISIC_9992669_semantic_synthesized_image.jpg,0,1,0,0,0
images/pix2pix_datasets/p2p_normalized_no_inst/l2s_bb_no_inst/test_latest/images/ISIC_9993409_semantic_synthesized_image.jpg,1,0,1,1,0
images/pix2pix_datasets/p2p_normalized_no_inst/l2s_bb_no_inst/test_latest/images/ISIC_9991349_semantic_synthesized_image.jpg,0,1,1,1,0
images/pix2pix_datasets/p2p_normalized_no_inst/l2s_bb_no_inst/test_latest/images/ISIC_9999813_semantic_synthesized_image.jpg,0,0,1,1,0
images/pix2pix_datasets/p2p_normalized_no_inst/l2s_bb_no_inst/test_latest/images/ISIC_9991613_semantic_synthesized_image.jpg,1,0,0,1,0
images/pix2pix_datasets/p2p_normalized_no_inst/l2s_bb_no_inst/test_latest/images/ISIC_9993483_semantic_synthesized_image.jpg,0,1,1,0,0
images/pix2pix_datasets/p2p_normalized_no_inst/l2s_bb_no_inst/test_latest/images/ISIC_9991870_semantic_synthesized_image.jpg,1,0,0,1,0
images/pix2pix_datasets/p2p_normalized_no_inst/l2s_bb_no_inst/test_latest/images/ISIC_9992359_semantic_synthesized_image.jpg,0,1,0,1,0
images/pix2pix_datasets/p2p_normalized_no_inst/l2s_bb_no_inst/test_latest/images/ISIC_9992197_semantic_synthesized_image.jpg,0,1,0,0,0
images/pix2pix_datasets/p2p_normalized_no_inst/l2s_bb_no_inst/test_latest/images/ISIC_9992934_semantic_synthesized_image.jpg,1,0,1,1,0
images/pix2pix_datasets/p2p_normalized_no_inst/l2s_bb_no_inst/test_latest/images/ISIC_9991420_semantic_synthesized_image.jpg,1,0,0,0,0
images/pix2pix_datasets/p2p_normalized_no_inst/l2s_bb_no_inst/test_latest/images/ISIC_9999132_semantic_synthesized_image.jpg,1,0,0,0,1
images/pix2pix_datasets/p2p_normalized_no_inst/l2s_bb_no_inst/test_latest/images/ISIC_9993352_semantic_synthesized_image.jpg,1,1,1,0,0
images/pix2pix_datasets/p2p_normalized_no_inst/l2s_bb_no_inst/test_latest/images/ISIC_9991297_semantic_synthesized_image.jpg,1,0,1,1,0
images/pix2pix_datasets/p2p_normalized_no_inst/l2s_bb_no_inst/test_latest/images/ISIC_9992232_semantic_synthesized_image.jpg,0,1,0,1,0
images/pix2pix_datasets/p2p_normalized_no_inst/l2s_bb_no_inst/test_latest/images/ISIC_9999393_semantic_synthesized_image.jpg,0,0,0,1,1
images/pix2pix_datasets/p2p_normalized_no_inst/l2s_bb_no_inst/test_latest/images/ISIC_9999312_semantic_synthesized_image.jpg,0,0,0,1,1
images/pix2pix_datasets/p2p_normalized_no_inst/l2s_bb_no_inst/test_latest/images/ISIC_9991986_semantic_synthesized_image.jpg,1,0,0,1,0
images/pix2pix_datasets/p2p_normalized_no_inst/l2s_bb_no_inst/test_latest/images/ISIC_9991943_semantic_synthesized_image.jpg,1,0,0,1,0
images/pix2pix_datasets/p2p_normalized_no_inst/l2s_bb_no_inst/test_latest/images/ISIC_9992965_semantic_synthesized_image.jpg,1,0,1,0,0
images/pix2pix_datasets/p2p_normalized_no_inst/l2s_bb_no_inst/test_latest/images/ISIC_9991187_semantic_synthesized_image.jpg,1,1,1,0,0
images/pix2pix_datasets/p2p_normalized_no_inst/l2s_bb_no_inst/test_latest/images/ISIC_9999386_semantic_synthesized_image.jpg,0,0,0,0,1
images/pix2pix_datasets/p2p_normalized_no_inst/l2s_bb_no_inst/test_latest/images/ISIC_9991975_semantic_synthesized_image.jpg,1,0,0,1,0
images/pix2pix_datasets/p2p_normalized_no_inst/l2s_bb_no_inst/test_latest/images/ISIC_9992417_semantic_synthesized_image.jpg,0,1,0,1,0
images/pix2pix_datasets/p2p_normalized_no_inst/l2s_bb_no_inst/test_latest/images/ISIC_9991368_semantic_synthesized_image.jpg,0,1,1,1,0
images/pix2pix_datasets/p2p_normalized_no_inst/l2s_bb_no_inst/test_latest/images/ISIC_9999560_semantic_synthesized_image.jpg,1,0,0,1,1
images/pix2pix_datasets/p2p_normalized_no_inst/l2s_bb_no_inst/test_latest/images/ISIC_9992448_semantic_synthesized_image.jpg,0,1,0,0,0
images/pix2pix_datasets/p2p_normalized_no_inst/l2s_bb_no_inst/test_latest/images/ISIC_9992179_semantic_synthesized_image.jpg,0,1,0,1,0
images/pix2pix_datasets/p2p_normalized_no_inst/l2s_bb_no_inst/test_latest/images/ISIC_9992227_semantic_synthesized_image.jpg,0,1,0,1,0
